ticket_id,severity,module,title,description,priority,status,category,reported_date,assigned_to,assigned_date,sourcename
DEF-0011,L3,Dashboard,UI Misalignment,"This defect titled 'UI Misalignment' has been identified in the Dashboard module of the OrangeHRM system. It is categorized under Performance and marked with a severity level of L3 and a priority level of Low. The defect was observed during regular usage where the system failed to behave as expected. Users have reported anomalies and these have been confirmed by internal QA teams.

In the case of 'UI Misalignment' users experience interruptions or erroneous outputs which directly impact their ability to perform HR-related tasks. The issue occurs when attempting a common operation within the module. Initial analysis suggests that the root cause may lie in recent code changes or misconfigurations. This needs to be validated by the engineering team. A temporary workaround may exist but needs to be communicated to affected users.

This issue impacts productivity and potentially delays important HR workflows such as approvals payroll processing or timesheet submissions. The incident has been logged for further investigation. The support team has escalated this as part of the L1-L5 triage process and prioritized it based on business impact. For 'Dashboard' it is crucial to ensure stability because it plays a central role in employee operations.

Recommended next steps include replicating the issue in a test environment validating against different roles and verifying recent patch deployments. Testing should include both automated regression and manual edge case verification. Logs and screenshots where applicable are to be gathered and attached. An assigned engineer or team is responsible for tracking and resolving this issue in the upcoming sprint cycle. Resolution notes and patches will be validated by QA before final closure.

Mitigation steps may include disabling the affected functionality temporarily or providing manual override capabilities to avoid blocking critical workflows. Communications should be sent to stakeholders and impacted users once the root cause and fix are confirmed. Documentation and help articles must be updated to reflect the resolution and prevent recurrence. Overall resolving this defect will improve system reliability and enhance user confidence in the HRM system.",Low,Closed,Performance,2025-05-19,Charlie,2025-05-29,A
DEF-0012,L3,Globalization,Date Format Error,"This defect titled 'Date Format Error' has been identified in the Globalization module of the OrangeHRM system. It is categorized under Security and marked with a severity level of L3 and a priority level of Low. The defect was observed during regular usage where the system failed to behave as expected. Users have reported anomalies and these have been confirmed by internal QA teams.

In the case of 'Date Format Error' users experience interruptions or erroneous outputs which directly impact their ability to perform HR-related tasks. The issue occurs when attempting a common operation within the module. Initial analysis suggests that the root cause may lie in recent code changes or misconfigurations. This needs to be validated by the engineering team. A temporary workaround may exist but needs to be communicated to affected users.

This issue impacts productivity and potentially delays important HR workflows such as approvals payroll processing or timesheet submissions. The incident has been logged for further investigation. The support team has escalated this as part of the L1-L5 triage process and prioritized it based on business impact. For 'Globalization' it is crucial to ensure stability because it plays a central role in employee operations.

Recommended next steps include replicating the issue in a test environment validating against different roles and verifying recent patch deployments. Testing should include both automated regression and manual edge case verification. Logs and screenshots where applicable are to be gathered and attached. An assigned engineer or team is responsible for tracking and resolving this issue in the upcoming sprint cycle. Resolution notes and patches will be validated by QA before final closure.

Mitigation steps may include disabling the affected functionality temporarily or providing manual override capabilities to avoid blocking critical workflows. Communications should be sent to stakeholders and impacted users once the root cause and fix are confirmed. Documentation and help articles must be updated to reflect the resolution and prevent recurrence. Overall resolving this defect will improve system reliability and enhance user confidence in the HRM system.",Low,Closed,Security,2025-05-26,Diana,2025-05-30,A
DEF-0013,L3,Directory,Irrelevant Search Results,"This defect titled 'Irrelevant Search Results' has been identified in the Directory module of the OrangeHRM system. It is categorized under Bug and marked with a severity level of L3 and a priority level of Low. The defect was observed during regular usage where the system failed to behave as expected. Users have reported anomalies and these have been confirmed by internal QA teams.

In the case of 'Irrelevant Search Results' users experience interruptions or erroneous outputs which directly impact their ability to perform HR-related tasks. The issue occurs when attempting a common operation within the module. Initial analysis suggests that the root cause may lie in recent code changes or misconfigurations. This needs to be validated by the engineering team. A temporary workaround may exist but needs to be communicated to affected users.

This issue impacts productivity and potentially delays important HR workflows such as approvals payroll processing or timesheet submissions. The incident has been logged for further investigation. The support team has escalated this as part of the L1-L5 triage process and prioritized it based on business impact. For 'Directory' it is crucial to ensure stability because it plays a central role in employee operations.

Recommended next steps include replicating the issue in a test environment validating against different roles and verifying recent patch deployments. Testing should include both automated regression and manual edge case verification. Logs and screenshots where applicable are to be gathered and attached. An assigned engineer or team is responsible for tracking and resolving this issue in the upcoming sprint cycle. Resolution notes and patches will be validated by QA before final closure.

Mitigation steps may include disabling the affected functionality temporarily or providing manual override capabilities to avoid blocking critical workflows. Communications should be sent to stakeholders and impacted users once the root cause and fix are confirmed. Documentation and help articles must be updated to reflect the resolution and prevent recurrence. Overall resolving this defect will improve system reliability and enhance user confidence in the HRM system.",Low,Closed,Bug,2025-05-07,Eve,2025-05-29,A
DEF-0014,L3,Help,Broken Help Links,"This defect titled 'Broken Help Links' has been identified in the Help module of the OrangeHRM system. It is categorized under UI and marked with a severity level of L3 and a priority level of Medium. The defect was observed during regular usage where the system failed to behave as expected. Users have reported anomalies and these have been confirmed by internal QA teams.

In the case of 'Broken Help Links' users experience interruptions or erroneous outputs which directly impact their ability to perform HR-related tasks. The issue occurs when attempting a common operation within the module. Initial analysis suggests that the root cause may lie in recent code changes or misconfigurations. This needs to be validated by the engineering team. A temporary workaround may exist but needs to be communicated to affected users.

This issue impacts productivity and potentially delays important HR workflows such as approvals payroll processing or timesheet submissions. The incident has been logged for further investigation. The support team has escalated this as part of the L1-L5 triage process and prioritized it based on business impact. For 'Help' it is crucial to ensure stability because it plays a central role in employee operations.

Recommended next steps include replicating the issue in a test environment validating against different roles and verifying recent patch deployments. Testing should include both automated regression and manual edge case verification. Logs and screenshots where applicable are to be gathered and attached. An assigned engineer or team is responsible for tracking and resolving this issue in the upcoming sprint cycle. Resolution notes and patches will be validated by QA before final closure.

Mitigation steps may include disabling the affected functionality temporarily or providing manual override capabilities to avoid blocking critical workflows. Communications should be sent to stakeholders and impacted users once the root cause and fix are confirmed. Documentation and help articles must be updated to reflect the resolution and prevent recurrence. Overall resolving this defect will improve system reliability and enhance user confidence in the HRM system.",Medium,In Progress,UI,2025-05-16,Bob,2025-05-30,A
DEF-0015,L3,Reporting,Slow Report Load,"This defect titled 'Slow Report Load' has been identified in the Reporting module of the OrangeHRM system. It is categorized under UI and marked with a severity level of L3 and a priority level of Low. The defect was observed during regular usage where the system failed to behave as expected. Users have reported anomalies and these have been confirmed by internal QA teams.

In the case of 'Slow Report Load' users experience interruptions or erroneous outputs which directly impact their ability to perform HR-related tasks. The issue occurs when attempting a common operation within the module. Initial analysis suggests that the root cause may lie in recent code changes or misconfigurations. This needs to be validated by the engineering team. A temporary workaround may exist but needs to be communicated to affected users.

This issue impacts productivity and potentially delays important HR workflows such as approvals payroll processing or timesheet submissions. The incident has been logged for further investigation. The support team has escalated this as part of the L1-L5 triage process and prioritized it based on business impact. For 'Reporting' it is crucial to ensure stability because it plays a central role in employee operations.

Recommended next steps include replicating the issue in a test environment validating against different roles and verifying recent patch deployments. Testing should include both automated regression and manual edge case verification. Logs and screenshots where applicable are to be gathered and attached. An assigned engineer or team is responsible for tracking and resolving this issue in the upcoming sprint cycle. Resolution notes and patches will be validated by QA before final closure.

Mitigation steps may include disabling the affected functionality temporarily or providing manual override capabilities to avoid blocking critical workflows. Communications should be sent to stakeholders and impacted users once the root cause and fix are confirmed. Documentation and help articles must be updated to reflect the resolution and prevent recurrence. Overall resolving this defect will improve system reliability and enhance user confidence in the HRM system.",Low,Closed,UI,2025-05-30,Eve,2025-05-31,A
DEF-0016,L4,Leave,Typo in Form,"This defect titled 'Typo in Form' has been identified in the Leave module of the OrangeHRM system. It is categorized under UI and marked with a severity level of L4 and a priority level of High. The defect was observed during regular usage where the system failed to behave as expected. Users have reported anomalies and these have been confirmed by internal QA teams.

In the case of 'Typo in Form' users experience interruptions or erroneous outputs which directly impact their ability to perform HR-related tasks. The issue occurs when attempting a common operation within the module. Initial analysis suggests that the root cause may lie in recent code changes or misconfigurations. This needs to be validated by the engineering team. A temporary workaround may exist but needs to be communicated to affected users.

This issue impacts productivity and potentially delays important HR workflows such as approvals payroll processing or timesheet submissions. The incident has been logged for further investigation. The support team has escalated this as part of the L1-L5 triage process and prioritized it based on business impact. For 'Leave' it is crucial to ensure stability because it plays a central role in employee operations.

Recommended next steps include replicating the issue in a test environment validating against different roles and verifying recent patch deployments. Testing should include both automated regression and manual edge case verification. Logs and screenshots where applicable are to be gathered and attached. An assigned engineer or team is responsible for tracking and resolving this issue in the upcoming sprint cycle. Resolution notes and patches will be validated by QA before final closure.

Mitigation steps may include disabling the affected functionality temporarily or providing manual override capabilities to avoid blocking critical workflows. Communications should be sent to stakeholders and impacted users once the root cause and fix are confirmed. Documentation and help articles must be updated to reflect the resolution and prevent recurrence. Overall resolving this defect will improve system reliability and enhance user confidence in the HRM system.",High,Closed,UI,2025-05-13,Alice,2025-05-30,A
DEF-0017,L4,UI/UX,Misaligned Icons,"This defect titled 'Misaligned Icons' has been identified in the UI/UX module of the OrangeHRM system. It is categorized under UI and marked with a severity level of L4 and a priority level of High. The defect was observed during regular usage where the system failed to behave as expected. Users have reported anomalies and these have been confirmed by internal QA teams.

In the case of 'Misaligned Icons' users experience interruptions or erroneous outputs which directly impact their ability to perform HR-related tasks. The issue occurs when attempting a common operation within the module. Initial analysis suggests that the root cause may lie in recent code changes or misconfigurations. This needs to be validated by the engineering team. A temporary workaround may exist but needs to be communicated to affected users.

This issue impacts productivity and potentially delays important HR workflows such as approvals payroll processing or timesheet submissions. The incident has been logged for further investigation. The support team has escalated this as part of the L1-L5 triage process and prioritized it based on business impact. For 'UI/UX' it is crucial to ensure stability because it plays a central role in employee operations.

Recommended next steps include replicating the issue in a test environment validating against different roles and verifying recent patch deployments. Testing should include both automated regression and manual edge case verification. Logs and screenshots where applicable are to be gathered and attached. An assigned engineer or team is responsible for tracking and resolving this issue in the upcoming sprint cycle. Resolution notes and patches will be validated by QA before final closure.

Mitigation steps may include disabling the affected functionality temporarily or providing manual override capabilities to avoid blocking critical workflows. Communications should be sent to stakeholders and impacted users once the root cause and fix are confirmed. Documentation and help articles must be updated to reflect the resolution and prevent recurrence. Overall resolving this defect will improve system reliability and enhance user confidence in the HRM system.",High,In Progress,UI,2025-05-10,Diana,2025-06-02,A
DEF-0018,L4,UI/UX,Redundant Scrollbars,"This defect titled 'Redundant Scrollbars' has been identified in the UI/UX module of the OrangeHRM system. It is categorized under Bug and marked with a severity level of L4 and a priority level of Medium. The defect was observed during regular usage where the system failed to behave as expected. Users have reported anomalies and these have been confirmed by internal QA teams.

In the case of 'Redundant Scrollbars' users experience interruptions or erroneous outputs which directly impact their ability to perform HR-related tasks. The issue occurs when attempting a common operation within the module. Initial analysis suggests that the root cause may lie in recent code changes or misconfigurations. This needs to be validated by the engineering team. A temporary workaround may exist but needs to be communicated to affected users.

This issue impacts productivity and potentially delays important HR workflows such as approvals payroll processing or timesheet submissions. The incident has been logged for further investigation. The support team has escalated this as part of the L1-L5 triage process and prioritized it based on business impact. For 'UI/UX' it is crucial to ensure stability because it plays a central role in employee operations.

Recommended next steps include replicating the issue in a test environment validating against different roles and verifying recent patch deployments. Testing should include both automated regression and manual edge case verification. Logs and screenshots where applicable are to be gathered and attached. An assigned engineer or team is responsible for tracking and resolving this issue in the upcoming sprint cycle. Resolution notes and patches will be validated by QA before final closure.

Mitigation steps may include disabling the affected functionality temporarily or providing manual override capabilities to avoid blocking critical workflows. Communications should be sent to stakeholders and impacted users once the root cause and fix are confirmed. Documentation and help articles must be updated to reflect the resolution and prevent recurrence. Overall resolving this defect will improve system reliability and enhance user confidence in the HRM system.",Medium,Open,Bug,2025-05-03,Alice,2025-06-02,A
DEF-0019,L4,UI/UX,Inconsistent Fonts,"This defect titled 'Inconsistent Fonts' has been identified in the UI/UX module of the OrangeHRM system. It is categorized under UI and marked with a severity level of L4 and a priority level of Low. The defect was observed during regular usage where the system failed to behave as expected. Users have reported anomalies and these have been confirmed by internal QA teams.

In the case of 'Inconsistent Fonts' users experience interruptions or erroneous outputs which directly impact their ability to perform HR-related tasks. The issue occurs when attempting a common operation within the module. Initial analysis suggests that the root cause may lie in recent code changes or misconfigurations. This needs to be validated by the engineering team. A temporary workaround may exist but needs to be communicated to affected users.

This issue impacts productivity and potentially delays important HR workflows such as approvals payroll processing or timesheet submissions. The incident has been logged for further investigation. The support team has escalated this as part of the L1-L5 triage process and prioritized it based on business impact. For 'UI/UX' it is crucial to ensure stability because it plays a central role in employee operations.

Recommended next steps include replicating the issue in a test environment validating against different roles and verifying recent patch deployments. Testing should include both automated regression and manual edge case verification. Logs and screenshots where applicable are to be gathered and attached. An assigned engineer or team is responsible for tracking and resolving this issue in the upcoming sprint cycle. Resolution notes and patches will be validated by QA before final closure.

Mitigation steps may include disabling the affected functionality temporarily or providing manual override capabilities to avoid blocking critical workflows. Communications should be sent to stakeholders and impacted users once the root cause and fix are confirmed. Documentation and help articles must be updated to reflect the resolution and prevent recurrence. Overall resolving this defect will improve system reliability and enhance user confidence in the HRM system.",Low,Open,UI,2025-05-23,Alice,2025-06-01,A
DEF-0020,L4,UI/UX,Outdated Footer Year,"This defect titled 'Outdated Footer Year' has been identified in the UI/UX module of the OrangeHRM system. It is categorized under Security and marked with a severity level of L4 and a priority level of High. The defect was observed during regular usage where the system failed to behave as expected. Users have reported anomalies and these have been confirmed by internal QA teams.

In the case of 'Outdated Footer Year' users experience interruptions or erroneous outputs which directly impact their ability to perform HR-related tasks. The issue occurs when attempting a common operation within the module. Initial analysis suggests that the root cause may lie in recent code changes or misconfigurations. This needs to be validated by the engineering team. A temporary workaround may exist but needs to be communicated to affected users.

This issue impacts productivity and potentially delays important HR workflows such as approvals payroll processing or timesheet submissions. The incident has been logged for further investigation. The support team has escalated this as part of the L1-L5 triage process and prioritized it based on business impact. For 'UI/UX' it is crucial to ensure stability because it plays a central role in employee operations.

Recommended next steps include replicating the issue in a test environment validating against different roles and verifying recent patch deployments. Testing should include both automated regression and manual edge case verification. Logs and screenshots where applicable are to be gathered and attached. An assigned engineer or team is responsible for tracking and resolving this issue in the upcoming sprint cycle. Resolution notes and patches will be validated by QA before final closure.

Mitigation steps may include disabling the affected functionality temporarily or providing manual override capabilities to avoid blocking critical workflows. Communications should be sent to stakeholders and impacted users once the root cause and fix are confirmed. Documentation and help articles must be updated to reflect the resolution and prevent recurrence. Overall resolving this defect will improve system reliability and enhance user confidence in the HRM system.",High,Open,Security,2025-05-20,Alice,2025-05-30,A
